device,t,w,h,p1,p25,p10
DeviceB,"21/04/19,21:47:20",10,W,55,133,46
DeviceB,"21/04/19,21:54:02",2,W,30,59,159
DeviceB,"21/04/19,22:00:43",2,W,17,42,123
DeviceB,"21/04/19,22:07:24",4,SE,13,17,13
DeviceB,"21/04/19,22:14:05",2,SE,13,17,101
DeviceB,"21/04/19,22:20:46",12,W,25,79,99
DeviceB,"21/04/19,22:27:27",0,W,23,37,12
DeviceB,"21/04/19,22:34:08",9,E,25,20,52
DeviceB,"21/04/19,22:40:49",0,W,26,32,25
DeviceB,"21/04/19,22:47:30",6,W,31,131,66
DeviceB,"21/04/19,22:54:11",0,W,18,28,62
DeviceB,"21/04/19,23:00:53",3,NW,24,25,59
DeviceB,"21/04/19,23:07:34",2,W,30,36,69
DeviceB,"21/04/19,23:14:15",1,NW,70,41,64
DeviceB,"21/04/19,23:22:18",2,W,26,32,6
DeviceB,"21/04/19,23:28:59",1,W,22,0,58
DeviceB,"21/04/19,23:35:41",1,NW,25,25,40
DeviceB,"21/04/19,23:42:22",2,W,31,9,6120
DeviceB,"21/04/19,23:49:03",0,NW,32,17,37
DeviceB,"21/04/19,23:55:44",2,W,59,80,7
DeviceB,"21/04/20,00:02:25",1,W,8,45,58
DeviceB,"21/04/20,00:09:06",0,S,6,31,122
DeviceB,"21/04/20,00:15:47",2,SE,20,32,47
DeviceB,"21/04/20,00:22:28",2,W,101,10,25
DeviceB,"21/04/20,00:29:09",2,W,2,31,20
DeviceB,"21/04/20,00:35:51",2,W,20,55,73
DeviceB,"21/04/20,00:42:32",0,W,115,20,23
DeviceB,"21/04/20,00:49:13",0,W,28,37,17
DeviceB,"21/04/20,00:57:17",13,NW,31,23,12
DeviceB,"21/04/20,01:03:58",1,W,17,98,59
DeviceB,"21/04/20,01:10:39",7,W,93,32,58
DeviceB,"21/04/20,01:17:20",6,W,46,23,29
DeviceB,"21/04/20,01:24:01",3,SE,31,42,7
DeviceB,"21/04/20,01:30:42",0,W,27,31,10
DeviceB,"21/04/20,01:37:23",0,E,5,26,22
DeviceB,"21/04/20,01:44:05",0,S,24,25,37
DeviceB,"21/04/20,01:50:46",7,W,23,19,14
DeviceB,"21/04/20,01:57:27",1,W,17,29,72
DeviceB,"21/04/20,02:04:08",0,W,28,45,6289
DeviceB,"21/04/20,02:10:49",3,NW,16,45,44
DeviceB,"21/04/20,02:17:31",2,W,14,10,113
DeviceB,"21/04/20,02:24:12",2,E,4,25,21
DeviceB,"21/04/20,02:32:16",1,SW,23,16,20
DeviceB,"21/04/20,02:38:57",1,W,28,9,8
DeviceB,"21/04/20,02:45:38",0,SW,6345,16,25
DeviceB,"21/04/20,02:52:19",1,W,28,73,43
DeviceB,"21/04/20,02:59:00",0,E,40,21,27
DeviceB,"21/04/20,03:05:42",0,SW,34,13,47
DeviceB,"21/04/20,03:12:23",1,E,26,14,0
DeviceB,"21/04/20,03:19:04",6,NW,40,0,12
DeviceB,"21/04/20,03:25:46",2,NW,15,33,60
DeviceB,"21/04/20,03:32:27",3,NE,18,87,38
DeviceB,"21/04/20,03:39:09",2,W,44,45,47
DeviceB,"21/04/20,03:45:50",0,NE,12,18,219
DeviceB,"21/04/20,03:52:32",7,W,5,14,34
DeviceB,"21/04/20,03:59:14",3,W,21,131,66
DeviceB,"21/04/20,04:07:18",0,NE,3,69,26
DeviceB,"21/04/20,04:14:00",1,SW,38,44,13
DeviceB,"21/04/20,04:20:41",7,W,15,20,25
DeviceB,"21/04/20,04:27:23",2,SE,34,119,52
DeviceB,"21/04/20,04:34:04",0,NW,13,31,11
DeviceB,"21/04/20,04:40:46",3,NW,7,49,61
DeviceB,"21/04/20,04:47:28",0,SE,25,19,39
DeviceB,"21/04/20,04:54:09",2,NW,24,38,6113
DeviceB,"21/04/20,05:00:51",0,W,28,32,21
DeviceB,"21/04/20,05:07:33",2,E,0,11,32
DeviceB,"21/04/20,05:14:14",1,SE,36,44,88
DeviceB,"21/04/20,05:20:56",0,W,26,42,28
DeviceB,"21/04/20,05:27:38",12,SW,5,42,14
DeviceB,"21/04/20,05:34:19",1,NW,62,62,28
DeviceB,"21/04/20,05:42:24",2,NW,26,11,166
DeviceB,"21/04/20,05:49:05",2,NW,18,12,66
DeviceB,"21/04/20,05:55:47",0,S,31,30,46
DeviceB,"21/04/20,06:02:28",3,SW,17,53,22
DeviceB,"21/04/20,06:09:10",0,E,16,11,27
DeviceB,"21/04/20,06:15:51",4,S,37,66,37
DeviceB,"21/04/20,06:22:33",0,W,11,29,33
DeviceB,"21/04/20,06:29:14",2,W,11,49,69
DeviceB,"21/04/20,06:35:56",2,E,17,41,49
DeviceB,"21/04/20,06:42:37",0,W,43,11,10
DeviceB,"21/04/20,06:49:19",1,SW,51,19,8
DeviceB,"21/04/20,06:56:01",1,SW,12,13,153
DeviceB,"21/04/20,07:02:42",1,W,10,35,36
DeviceB,"21/04/20,07:09:24",1,SW,113,31,19
DeviceB,"21/04/20,07:17:28",6,W,20,36,48
DeviceB,"21/04/20,07:24:10",1,W,30,66,44
DeviceB,"21/04/20,07:30:51",2,W,18,40,60
DeviceB,"21/04/20,07:37:33",1,W,5,237,52
DeviceB,"21/04/20,07:44:14",2,E,46,109,68
DeviceB,"21/04/20,07:50:56",0,W,32,0,55
DeviceB,"21/04/20,07:57:37",7,W,63,48,137
DeviceB,"21/04/20,08:04:19",0,NW,30,8,29
DeviceB,"21/04/20,08:11:00",0,W,8,31,58
DeviceB,"21/04/20,08:17:42",1,W,16,50,5
DeviceB,"21/04/20,08:24:23",0,W,26,73,57
DeviceB,"21/04/20,08:31:05",3,NW,20,138,246
DeviceB,"21/04/20,08:37:46",2,E,42,182,66
DeviceB,"21/04/20,08:44:28",4,NE,25,42,24
DeviceB,"21/04/20,08:52:32",4,W,66,34,37
DeviceB,"21/04/20,08:59:14",0,W,12,160,32
DeviceB,"21/04/20,09:05:55",10,W,20,22,65
DeviceB,"21/04/20,09:12:37",1,SE,37,50,50
DeviceB,"21/04/20,09:19:18",0,N,1,7,38
DeviceB,"21/04/20,09:26:00",0,W,28,37,65
DeviceB,"21/04/20,09:32:41",0,W,93,15,35
DeviceB,"21/04/20,09:39:23",14,W,5,15,33
DeviceB,"21/04/20,09:46:04",1,E,43,34,19
DeviceB,"21/04/20,09:52:46",1,W,24,7,20
DeviceB,"21/04/20,09:59:27",3,SE,18,27,45
DeviceB,"21/04/20,10:06:09",0,SW,22,6203,6234
DeviceB,"21/04/20,10:12:50",0,S,75,118,22
DeviceB,"21/04/20,10:19:32",1,NW,31,73,44
DeviceB,"21/04/20,10:27:36",0,W,117,45,36
DeviceB,"21/04/20,10:34:17",3,W,7,38,65
DeviceB,"21/04/20,10:40:59",6,S,5,51,15
DeviceB,"21/04/20,10:47:40",3,W,15,106,6273
DeviceB,"21/04/20,10:54:22",0,W,42,13,20
DeviceB,"21/04/20,11:01:03",1,SW,16,29,40
DeviceB,"21/04/20,11:07:45",15,NW,31,22,150
DeviceB,"21/04/20,11:14:26",9,NW,10,53,68
DeviceB,"21/04/20,11:21:08",2,E,22,28,79
DeviceB,"21/04/20,11:27:49",3,NW,19,172,0
DeviceB,"21/04/20,11:34:30",0,W,24,49,15
DeviceB,"21/04/20,11:41:12",2,S,12,80,68
DeviceB,"21/04/20,11:47:53",2,W,46,188,11
DeviceB,"21/04/20,11:54:35",2,W,14,20,139
DeviceB,"21/04/20,12:02:39",2,NW,15,9,50
DeviceB,"21/04/20,12:09:20",4,W,33,13,83
DeviceB,"21/04/20,12:16:02",0,S,9,16,0
DeviceB,"21/04/20,12:22:43",3,W,30,134,70
DeviceB,"21/04/20,12:29:25",1,E,19,135,129
DeviceB,"21/04/20,12:36:06",2,W,25,30,65
DeviceB,"21/04/20,12:42:47",2,W,9,17,40
DeviceB,"21/04/20,12:49:29",4,E,33,13,149
DeviceB,"21/04/20,12:56:10",3,W,7,52,18
DeviceB,"21/04/20,13:02:51",2,E,17,14,61
DeviceB,"21/04/20,13:09:33",4,W,29,23,63
DeviceB,"21/04/20,13:16:14",3,NE,18,21,14
DeviceB,"21/04/20,13:22:55",0,W,72,6345,69
DeviceB,"21/04/20,13:29:37",2,SE,5,56,7
DeviceB,"80/01/06,00:01:43",3,SE,25,124,96
DeviceB,"80/01/06,00:08:24",1,W,26,107,97
DeviceB,"80/01/06,00:15:05",10,SE,45,34,33
DeviceB,"80/01/06,00:21:46",1,W,0,25,31
DeviceB,"80/01/06,00:28:27",1,W,9,25,56
DeviceB,"80/01/06,00:35:09",0,E,18,35,6181
DeviceB,"80/01/06,00:41:50",2,S,6,71,0
DeviceB,"80/01/06,00:48:31",2,NE,127,100,36
DeviceB,"80/01/06,00:55:12",3,W,7,36,33
DeviceB,"80/01/06,01:01:53",4,E,28,21,13
DeviceB,"80/01/06,01:08:34",4,W,16,91,43
DeviceB,"80/01/06,01:15:15",1,NW,8,17,21
DeviceB,"80/01/06,01:21:56",2,NW,25,26,36
DeviceB,"80/01/06,01:28:38",0,E,24,43,66
DeviceB,"80/01/06,01:36:41",0,NW,36,47,68
DeviceB,"80/01/06,01:43:22",2,W,28,43,20
DeviceB,"21/04/20,15:34:21",2,W,4,14,91
DeviceB,"21/04/20,15:41:02",7,SW,48,9,45
DeviceB,"21/04/20,15:47:43",2,SE,42,8,8
DeviceB,"21/04/20,15:54:24",0,W,34,29,47
DeviceB,"21/04/20,16:01:05",0,W,6,35,56
DeviceB,"21/04/20,16:07:46",4,W,9,29,14
DeviceB,"21/04/20,16:14:27",2,S,14,40,118
DeviceB,"21/04/20,16:21:08",2,SW,6173,29,44
DeviceB,"21/04/20,16:27:49",0,NW,4,23,6211
DeviceB,"21/04/20,16:34:30",7,SE,30,74,46
DeviceB,"21/04/20,16:41:11",0,NE,7,8,16
DeviceB,"21/04/20,16:47:52",3,SE,33,13,31
DeviceB,"21/04/20,16:55:56",0,NW,39,34,6135
DeviceB,"21/04/20,17:02:37",3,W,11,37,39
DeviceB,"21/04/20,17:09:18",1,S,21,15,109
DeviceB,"21/04/20,17:15:59",1,W,19,4,79
DeviceB,"21/04/20,17:22:40",0,NW,33,42,145
DeviceB,"21/04/20,17:29:21",0,NW,0,11,56
DeviceB,"21/04/20,17:36:02",2,W,9,23,11
DeviceB,"21/04/20,17:42:43",7,W,42,6337,37
DeviceB,"21/04/20,17:49:24",4,S,47,37,58
DeviceB,"21/04/20,17:56:05",0,NW,113,4,52
DeviceB,"21/04/20,18:02:46",1,NW,55,67,5
DeviceB,"21/04/20,18:09:27",3,W,7,19,13
DeviceB,"21/04/20,18:16:08",2,W,24,50,63
DeviceB,"21/04/20,18:22:49",1,E,60,47,44
DeviceB,"21/04/20,18:30:52",9,W,17,22,11
DeviceB,"21/04/20,18:37:33",3,SW,144,74,35
DeviceB,"21/04/20,18:44:14",0,W,16,26,61
DeviceB,"21/04/20,18:50:55",2,SW,27,42,8
DeviceB,"21/04/20,18:57:36",2,E,6,15,42
DeviceB,"21/04/20,19:04:18",1,W,42,46,83
DeviceB,"21/04/20,19:10:59",0,E,7,0,39
DeviceB,"21/04/20,19:17:40",0,W,63,34,91
DeviceB,"21/04/20,19:24:21",1,W,47,9,80
DeviceB,"21/04/20,19:31:02",1,S,19,33,59
DeviceB,"21/04/20,19:37:43",1,SE,6,49,147
DeviceB,"21/04/20,19:44:24",2,E,21,17,47
DeviceB,"21/04/20,19:51:05",3,W,18,21,73
DeviceB,"21/04/20,19:57:46",3,W,17,6434,28
DeviceB,"21/04/20,20:05:50",0,W,2,48,129
DeviceB,"21/04/20,20:12:31",0,W,16,0,53
DeviceB,"21/04/20,20:19:12",3,E,16,62,27
DeviceB,"21/04/20,20:25:53",8,E,82,5,13
DeviceB,"21/04/20,20:32:34",0,W,6,96,59
DeviceB,"21/04/20,20:39:15",10,W,21,34,17
DeviceB,"21/04/20,20:45:56",3,W,7,14,8
DeviceB,"21/04/20,20:52:37",0,E,60,25,65
DeviceB,"21/04/20,20:59:18",2,W,12,38,15
DeviceB,"21/04/20,21:05:59",8,W,14,6,70
DeviceB,"21/04/20,21:12:40",0,W,38,11,31
DeviceB,"21/04/20,21:19:21",1,SE,20,11,51
DeviceB,"21/04/20,21:26:02",0,W,10,49,27
DeviceB,"21/04/20,21:32:43",3,NE,8,246,139
DeviceB,"21/04/20,21:40:47",0,W,3,19,22
DeviceB,"21/04/20,21:47:28",1,NE,22,15,0
DeviceB,"21/04/20,21:54:09",0,W,21,19,93
DeviceB,"21/04/20,22:00:50",2,W,9,43,99
DeviceB,"21/04/20,22:07:31",3,NW,7,22,50
DeviceB,"21/04/20,22:14:12",1,W,3,29,51
DeviceB,"21/04/20,22:20:53",0,NW,19,4,73
DeviceB,"21/04/20,22:27:34",6,W,17,6173,33
DeviceB,"21/04/20,22:34:15",1,E,17,50,32
DeviceB,"21/04/20,22:40:56",0,SE,33,31,100
DeviceB,"21/04/20,22:47:37",1,W,53,43,219
DeviceB,"21/04/20,22:54:18",1,W,45,25,193
DeviceB,"21/04/20,23:00:59",6,SW,28,47,68
DeviceB,"21/04/20,23:07:40",0,W,4,37,26
DeviceB,"21/04/20,23:15:43",4,W,56,17,6203
DeviceB,"21/04/20,23:22:24",1,W,42,37,18
DeviceB,"21/04/20,23:29:05",2,W,66,26,61
DeviceB,"21/04/20,23:35:46",1,NW,7,28,12
DeviceB,"21/04/20,23:42:27",4,SW,22,32,15
DeviceB,"21/04/20,23:49:08",9,E,27,25,32
DeviceB,"21/04/20,23:55:49",3,W,14,43,23
DeviceB,"21/04/21,00:02:30",1,S,5,8,63
DeviceB,"21/04/21,00:09:10",7,W,22,52,34
DeviceB,"21/04/21,00:15:51",0,W,22,19,33
DeviceB,"21/04/21,00:22:32",1,SW,20,7,33
DeviceB,"21/04/21,00:29:13",7,W,21,46,34
DeviceB,"21/04/21,00:35:54",4,W,0,107,19
DeviceB,"21/04/21,00:42:35",1,W,88,49,20
DeviceB,"21/04/21,00:50:38",3,W,31,31,12
DeviceB,"21/04/21,00:57:19",1,W,14,0,6173
DeviceB,"21/04/21,01:04:00",1,S,13,24,50
DeviceB,"21/04/21,01:10:41",0,NW,6203,20,48
DeviceB,"21/04/21,01:17:22",2,NW,27,47,52
DeviceB,"21/04/21,01:24:03",1,N,2,26,104
DeviceB,"21/04/21,01:30:44",0,NW,12,38,20
DeviceB,"21/04/21,01:37:25",1,NE,33,33,23
DeviceB,"21/04/21,01:44:06",1,W,3,47,20
DeviceB,"21/04/21,01:50:47",0,SE,27,58,21
DeviceB,"21/04/21,01:57:28",4,W,10,91,13
DeviceB,"21/04/21,02:04:09",1,N,33,40,67
DeviceB,"21/04/21,02:10:50",7,W,8,28,45
DeviceB,"21/04/21,02:17:31",1,W,30,22,61
DeviceB,"21/04/21,02:25:35",1,W,30,21,103
DeviceB,"21/04/21,02:32:16",0,E,24,28,22
DeviceB,"21/04/21,02:38:58",7,W,60,39,37
DeviceB,"21/04/21,02:45:39",2,NW,29,21,108
DeviceB,"21/04/21,02:52:20",1,W,17,29,206
DeviceB,"21/04/21,02:59:02",7,W,22,55,31
DeviceB,"21/04/21,03:05:43",1,W,72,11,36
DeviceB,"21/04/21,03:12:24",1,W,6,103,30
DeviceB,"21/04/21,03:19:06",3,W,26,7,15
DeviceB,"21/04/21,03:25:47",0,E,5,39,19
DeviceB,"21/04/21,03:40:58",0,W,25,33,78
DeviceB,"21/04/21,03:48:15",9,W,98,62,83
DeviceB,"21/04/21,03:54:56",2,NW,3,17,65
DeviceB,"21/04/21,04:01:38",1,W,96,9,28
DeviceB,"21/04/21,04:08:19",8,W,25,60,24
DeviceB,"21/04/21,04:15:01",3,SW,12,194,50
DeviceB,"21/04/21,04:21:42",2,W,17,42,25
DeviceB,"21/04/21,04:28:24",0,E,16,22,91
DeviceB,"21/04/21,04:35:05",1,SE,56,44,57
DeviceB,"21/04/21,04:41:46",2,W,78,6289,24
DeviceB,"21/04/21,04:48:28",1,S,28,81,27
DeviceB,"21/04/21,04:55:09",3,W,32,26,31
DeviceB,"21/04/21,05:01:51",1,W,85,38,14
DeviceB,"21/04/21,05:08:32",12,E,43,5,55
DeviceB,"21/04/21,05:16:36",8,NW,9,49,57
DeviceB,"21/04/21,05:23:18",2,S,4,32,8
DeviceB,"21/04/21,05:29:59",0,W,31,72,57
DeviceB,"21/04/21,05:36:41",6,SE,20,35,37
DeviceB,"21/04/21,05:43:22",3,S,19,26,56
DeviceB,"21/04/21,05:50:04",2,SW,27,44,69
DeviceB,"21/04/21,05:56:45",0,W,21,49,75
DeviceB,"21/04/21,06:03:27",2,NE,36,12,46
DeviceB,"21/04/21,06:10:08",1,E,14,34,48
DeviceB,"21/04/21,06:16:50",0,NW,63,13,14
DeviceB,"21/04/21,06:23:32",9,NW,41,66,47
DeviceB,"21/04/21,06:30:13",1,W,15,50,69
DeviceB,"21/04/21,06:36:55",8,W,25,83,24
DeviceB,"21/04/21,06:43:36",8,W,26,29,21
DeviceB,"21/04/21,06:51:41",3,NW,26,27,102
DeviceB,"21/04/21,06:58:22",2,SE,25,119,35
DeviceB,"21/04/21,07:05:04",3,W,11,21,19
DeviceB,"21/04/21,07:11:45",0,E,27,23,59
DeviceB,"21/04/21,07:18:27",2,E,20,9,7
DeviceB,"21/04/21,07:25:08",2,NW,38,34,19
DeviceB,"21/04/21,07:31:50",0,NW,28,18,19
DeviceB,"21/04/21,07:38:32",0,E,34,28,23
DeviceB,"21/04/21,07:45:13",3,E,14,16,20
DeviceB,"21/04/21,07:51:55",2,SW,35,19,56
DeviceB,"21/04/21,07:58:37",8,E,32,29,42
DeviceB,"21/04/21,08:05:18",0,W,32,18,70
DeviceB,"21/04/21,08:12:00",2,E,28,0,25
DeviceB,"21/04/21,08:18:41",4,NW,6,103,33
DeviceB,"21/04/21,08:26:46",10,W,12,21,7
DeviceB,"21/04/21,08:33:27",0,NW,0,39,8
DeviceB,"21/04/21,08:40:09",3,E,31,9,87
DeviceB,"21/04/21,08:46:51",3,NE,39,30,0
DeviceB,"21/04/21,08:53:32",18,NW,11,25,26
DeviceB,"21/04/21,09:00:14",3,E,29,18,67
DeviceB,"21/04/21,09:06:56",0,S,29,6083,21
DeviceB,"21/04/21,09:13:37",4,W,30,13,18
DeviceB,"21/04/21,09:20:19",2,E,5,10,27
DeviceB,"21/04/21,09:27:00",1,E,12,48,40
DeviceB,"21/04/21,09:33:42",2,W,17,119,19
DeviceB,"21/04/21,09:40:24",0,W,27,49,131
DeviceB,"21/04/21,09:47:05",0,W,54,39,18
DeviceB,"21/04/21,09:53:47",4,E,20,35,21
DeviceB,"21/04/21,10:01:51",6,E,6,94,25
DeviceB,"21/04/21,10:08:33",2,NW,56,17,33
DeviceB,"21/04/21,10:15:15",2,W,13,23,25
DeviceB,"21/04/21,10:21:56",8,W,23,6083,66
DeviceB,"21/04/21,10:28:38",2,E,21,26,52
DeviceB,"21/04/21,10:35:20",2,W,13,13,27
DeviceB,"21/04/21,10:42:01",2,N,27,56,8
DeviceB,"21/04/21,10:48:43",0,W,20,22,20
DeviceB,"21/04/21,10:55:24",2,NW,21,43,29
DeviceB,"21/04/21,11:02:06",6,W,6173,19,75
DeviceB,"21/04/21,11:08:48",0,W,6,1768,18
DeviceB,"21/04/21,11:15:29",10,NW,94,50,11
DeviceB,"21/04/21,11:22:11",2,W,27,39,26
DeviceB,"21/04/21,11:28:52",4,N,25,22,58
DeviceB,"21/04/21,11:36:57",1,SW,26,86,224
DeviceB,"80/01/06,00:01:43",2,NW,33,4,108
DeviceB,"80/01/06,00:08:24",3,E,6234,182,20
DeviceB,"80/01/06,00:15:06",1,S,26,16,159
DeviceB,"80/01/06,00:21:47",0,S,39,73,6
DeviceB,"80/01/06,00:28:28",10,W,18,69,233
DeviceB,"80/01/06,00:35:10",1,W,15,33,30
DeviceB,"80/01/06,00:41:51",1,NW,82,84,47
DeviceB,"80/01/06,00:48:33",0,W,12,13,57
DeviceB,"80/01/06,00:55:14",0,W,8,11,37
DeviceB,"80/01/06,01:01:55",1,W,8,23,10
DeviceB,"80/01/06,01:08:37",21,E,26,29,17
DeviceB,"80/01/06,01:15:18",0,NW,55,30,127
DeviceB,"80/01/06,01:21:59",2,NW,0,51,36
DeviceB,"80/01/06,01:28:40",2,SW,84,27,71
DeviceB,"80/01/06,01:36:44",0,E,6,22,30
DeviceB,"80/01/06,01:43:26",12,W,17,21,130
DeviceB,"80/01/06,01:50:07",0,NW,11,6,48
DeviceB,"80/01/06,01:56:48",4,NW,8,42,138
DeviceB,"80/01/06,02:03:29",4,W,78,26,78
DeviceB,"80/01/06,02:10:10",2,W,29,77,22
DeviceB,"80/01/06,02:16:52",1,W,17,6,82
DeviceB,"80/01/06,02:23:33",2,W,26,41,70
DeviceB,"80/01/06,02:30:14",1,W,25,67,43
DeviceB,"80/01/06,02:36:55",0,S,20,147,44
DeviceB,"80/01/06,02:43:36",9,NW,17,30,10
DeviceB,"80/01/06,02:50:18",1,W,25,28,18
DeviceB,"80/01/06,02:56:59",0,W,25,87,59
DeviceB,"80/01/06,03:03:40",1,NW,18,5967,57
DeviceB,"80/01/06,03:11:44",1,NW,18,113,62
DeviceB,"80/01/06,03:18:25",0,SE,26,10,7
DeviceB,"80/01/06,03:25:06",1,W,47,48,61
DeviceB,"80/01/06,03:31:47",3,NW,21,35,11
DeviceB,"80/01/06,03:38:28",1,W,9,28,164
DeviceB,"80/01/06,03:45:09",0,E,41,14,10
DeviceB,"80/01/06,03:51:51",1,E,31,27,45
DeviceB,"80/01/06,03:58:32",2,W,4,51,36
DeviceB,"80/01/06,04:05:13",1,E,22,22,63
DeviceB,"80/01/06,04:11:54",2,S,18,31,69
DeviceB,"80/01/06,04:18:35",3,W,26,47,28
DeviceB,"80/01/06,04:25:16",3,NE,18,126,131
DeviceB,"80/01/06,04:31:57",0,W,82,10,54
DeviceB,"80/01/06,04:38:39",1,W,36,71,60
DeviceB,"80/01/06,04:46:42",7,N,14,27,14
DeviceB,"80/01/06,04:53:23",2,NW,21,12,76
DeviceB,"80/01/06,05:00:04",1,W,27,0,16
DeviceB,"80/01/06,05:06:46",2,W,8,51,47
DeviceB,"80/01/06,05:13:27",2,W,33,5,28
DeviceB,"80/01/06,05:20:08",3,SE,49,4,42
DeviceB,"80/01/06,05:26:49",6,W,6025,16,11
DeviceB,"80/01/06,05:33:30",2,E,27,46,6188
DeviceB,"80/01/06,05:40:11",2,W,18,21,160
DeviceB,"80/01/06,05:46:52",2,SW,20,26,72
DeviceB,"80/01/06,05:53:33",3,NW,10,6345,44
DeviceB,"80/01/06,06:00:14",13,W,35,42,18
DeviceB,"80/01/06,06:06:55",4,S,24,44,163
DeviceB,"80/01/06,06:13:36",2,W,10,17,39
DeviceB,"80/01/06,06:21:40",7,E,22,22,68
DeviceB,"80/01/06,06:28:21",13,E,7,27,148
DeviceB,"80/01/06,06:35:02",2,W,25,53,38
DeviceB,"80/01/06,06:41:43",2,SW,32,6,42
DeviceB,"80/01/06,06:48:25",0,W,54,29,131
DeviceB,"80/01/06,06:55:06",2,NW,25,42,62
DeviceB,"80/01/06,07:01:47",2,SE,24,40,15
DeviceB,"80/01/06,07:08:28",0,SE,21,45,9
DeviceB,"80/01/06,07:15:09",0,W,98,76,28
DeviceB,"80/01/06,07:21:50",13,SW,29,6,53
DeviceB,"80/01/06,07:28:31",2,W,35,39,25
DeviceB,"80/01/06,07:35:12",0,W,36,13,121
DeviceB,"80/01/06,07:41:53",6,W,14,133,0
DeviceB,"80/01/06,07:48:34",1,W,30,57,4
DeviceB,"80/01/06,07:56:37",3,W,24,57,11
DeviceB,"80/01/06,08:03:18",0,S,33,0,71
DeviceB,"80/01/06,08:09:59",6,W,12,23,87
DeviceB,"80/01/06,08:16:40",1,E,19,58,10
DeviceB,"80/01/06,08:23:21",1,E,12,46,77
DeviceB,"80/01/06,08:30:02",3,W,30,78,33
DeviceB,"80/01/06,08:36:43",0,S,26,28,16
DeviceB,"80/01/06,08:43:24",2,W,26,16,24
DeviceB,"80/01/06,08:50:05",2,W,23,65,40
DeviceB,"80/01/06,08:56:46",2,W,11,9,14
DeviceB,"80/01/06,09:03:27",7,W,41,85,32
DeviceB,"80/01/06,09:10:08",1,W,27,89,14
DeviceB,"80/01/06,09:16:49",3,S,26,62,30
DeviceB,"80/01/06,09:23:30",3,W,3,44,80
DeviceB,"80/01/06,09:31:34",1,W,63,6,6234
DeviceB,"80/01/06,09:38:15",2,W,58,61,60
DeviceB,"80/01/06,09:44:56",1,NW,19,19,57
DeviceB,"80/01/06,09:51:37",0,E,9,20,9
DeviceB,"80/01/06,09:58:18",4,NE,87,34,21
DeviceB,"80/01/06,10:04:58",4,W,17,6,16
DeviceB,"80/01/06,10:11:39",3,E,27,30,19
DeviceB,"80/01/06,10:18:20",0,SW,6,122,105
DeviceB,"80/01/06,10:25:01",2,W,42,57,53
DeviceB,"80/01/06,10:31:42",6,W,34,108,25
DeviceB,"80/01/06,10:38:23",0,NW,20,68,37
DeviceB,"80/01/06,10:45:04",1,NW,42,29,6345
DeviceB,"80/01/06,10:51:45",3,W,17,55,117
DeviceB,"80/01/06,10:58:26",1,SE,19,35,73
DeviceB,"80/01/06,11:06:30",1,W,59,10,0
DeviceB,"80/01/06,11:13:11",4,N,0,43,46
DeviceB,"80/01/06,11:19:52",1,SW,16,9,24
DeviceB,"80/01/06,11:26:32",2,W,29,20,5
DeviceB,"80/01/06,11:33:13",10,W,13,12,110
DeviceB,"80/01/06,11:39:54",0,SE,24,48,118
DeviceB,"80/01/06,11:46:35",2,W,82,19,25
DeviceB,"80/01/06,11:53:16",3,W,20,111,38
DeviceB,"80/01/06,11:59:57",2,W,5,32,46
DeviceB,"80/01/06,12:06:38",1,NW,25,29,15
DeviceB,"80/01/06,12:13:19",2,E,66,32,33
DeviceB,"80/01/06,12:20:00",1,W,30,8,18
DeviceB,"80/01/06,12:26:41",1,W,38,61,107
DeviceB,"80/01/06,12:33:22",0,SW,27,14,126
DeviceB,"80/01/06,12:41:25",4,SW,3,13,41
DeviceB,"80/01/06,12:48:06",7,NW,30,50,0
DeviceB,"80/01/06,12:54:47",1,NW,12,18,14
DeviceB,"80/01/06,13:01:28",2,W,3,16,66
DeviceB,"80/01/06,13:08:09",1,W,19,15,54
DeviceB,"80/01/06,13:14:50",4,SE,58,18,171
DeviceB,"80/01/06,13:21:31",3,SE,17,22,0
DeviceB,"80/01/06,13:28:12",0,SW,12,43,19
DeviceB,"80/01/06,13:34:53",1,NW,39,8,88
DeviceB,"80/01/06,13:41:34",1,NW,7,8,5
DeviceB,"80/01/06,13:48:15",6,W,40,9,18
DeviceB,"80/01/06,13:54:56",7,N,27,32,13
DeviceB,"80/01/06,14:01:37",1,E,31,87,42
DeviceB,"80/01/06,14:08:18",0,N,33,0,130
DeviceB,"80/01/06,14:16:22",13,E,14,24,32
DeviceB,"80/01/06,14:23:03",7,E,8,4,39
DeviceB,"80/01/06,14:29:44",4,S,11,61,38
DeviceB,"80/01/06,14:36:26",9,W,11,8,98
DeviceB,"80/01/06,14:43:07",2,SW,30,99,62
DeviceB,"80/01/06,14:49:48",8,W,21,53,127
DeviceB,"80/01/06,14:56:30",10,W,23,19,58
DeviceB,"80/01/06,15:03:11",2,SW,22,49,18
DeviceB,"80/01/06,15:09:52",4,SE,57,9,24
DeviceB,"80/01/06,15:16:34",2,W,9,27,21
DeviceB,"80/01/06,15:23:15",2,W,41,47,19
DeviceB,"80/01/06,15:29:56",4,W,19,28,50
DeviceB,"80/01/06,15:36:38",3,W,82,13,14
DeviceB,"80/01/06,15:43:19",3,N,30,40,94
DeviceB,"80/01/06,15:51:23",4,NW,14,6,48
DeviceB,"80/01/06,15:58:05",1,W,20,25,151
