device,t,w,h,p1,p25,p10
DeviceA,"21/04/27,08:59:06",1,E,0,37,39
DeviceA,"21/04/27,09:05:42",1,NW,18,27,25
DeviceA,"21/04/27,09:12:18",2,NW,22,29,27
DeviceA,"21/04/27,09:18:54",1,W,11,16,27
DeviceA,"21/04/27,09:25:30",3,NW,10,32,31
DeviceA,"21/04/27,09:33:29",0,NW,15,14,11
DeviceA,"21/04/27,09:40:05",7,NW,26,28,30
DeviceA,"21/04/27,09:46:41",0,SW,10,28,23
DeviceA,"21/04/27,09:53:17",3,W,3,18,16
DeviceA,"21/04/27,09:59:53",0,W,21,20,47
DeviceA,"21/04/27,10:06:29",1,E,17,16,22
DeviceA,"21/04/27,10:13:05",7,W,8,13,37
DeviceA,"21/04/27,10:19:41",4,NW,25,33,34
DeviceA,"21/04/27,10:26:17",0,E,23,0,27
DeviceA,"21/04/27,10:32:53",0,S,11,14,20
DeviceA,"21/04/27,10:39:29",4,W,0,26,11
DeviceA,"21/04/27,10:46:05",2,NW,22,15,42
DeviceA,"21/04/27,10:52:40",3,W,22,23,23
DeviceA,"21/04/27,10:59:16",12,NE,12,14,21
DeviceA,"21/04/27,11:07:15",9,SE,22,12,43
DeviceA,"21/04/27,11:13:51",1,W,3,33,44
DeviceA,"21/04/27,11:20:27",3,W,7,39,9
DeviceA,"21/04/27,11:27:03",2,SW,10,28,14
DeviceA,"21/04/27,11:33:39",1,S,13,26,11
DeviceA,"21/04/27,11:40:15",1,W,12,33,42
DeviceA,"21/04/27,11:46:51",3,W,10,6,31
DeviceA,"21/04/27,11:53:26",0,NW,23,35,41
DeviceA,"21/04/27,12:00:02",7,W,19,27,46
DeviceA,"21/04/27,12:06:38",2,W,9,10,25
DeviceA,"21/04/27,12:13:14",0,W,12,35,23
DeviceA,"21/04/27,12:19:50",2,W,28,13,26
DeviceA,"21/04/27,12:26:26",2,S,22,25,27
DeviceA,"21/04/27,12:33:01",1,W,19,10,15
DeviceA,"21/04/27,12:41:00",2,SW,8,37,49
DeviceA,"21/04/27,12:47:36",2,SE,15,19,32
DeviceA,"21/04/27,12:54:11",7,NW,11,22,24
DeviceA,"21/04/27,13:00:47",6,W,21,22,36
DeviceA,"21/04/27,13:13:59",0,SW,0,20,45
DeviceA,"21/04/27,13:20:34",6,E,16,6,19
DeviceA,"21/04/27,13:27:10",2,W,20,36,18
DeviceA,"21/04/27,13:33:46",4,NW,25,0,34
DeviceA,"21/04/27,13:40:21",7,SW,3,18,28
DeviceA,"21/04/27,13:46:57",6,S,9,29,46
DeviceA,"21/04/27,13:53:33",3,E,17,33,9
DeviceA,"21/04/27,14:00:08",7,SE,0,27,49
DeviceA,"21/04/27,14:06:44",9,S,17,27,7
DeviceA,"21/04/27,14:14:42",2,W,23,33,41
DeviceA,"21/04/27,14:21:18",8,NE,21,8,46
DeviceA,"21/04/27,14:27:53",8,W,12,11,13
DeviceA,"21/04/27,14:34:29",3,SW,22,9,25
DeviceA,"21/04/27,14:41:04",3,SW,19,8,21
DeviceA,"21/04/27,14:47:40",2,NE,23,26,21
DeviceA,"21/04/27,14:54:15",2,W,21,30,48
DeviceA,"21/04/27,15:00:51",1,W,28,34,25
DeviceA,"21/04/27,15:39:28",12,SW,31,33,9
DeviceA,"21/04/27,15:46:10",4,W,25,11,39
DeviceA,"21/04/27,15:52:52",8,SW,24,30,20
DeviceA,"21/04/27,15:59:33",0,SE,13,28,47
DeviceA,"21/04/27,16:06:15",0,W,7,17,40
DeviceA,"21/04/27,16:12:56",2,E,4,14,16
DeviceA,"21/04/27,16:19:38",7,NW,20,34,30
DeviceA,"21/04/27,16:26:20",1,NW,20,25,0
DeviceA,"21/04/27,16:33:01",3,SE,21,31,11
DeviceA,"21/04/27,16:53:06",0,E,3,30,38
DeviceA,"21/04/28,05:26:51",2,S,10,25,31
DeviceA,"21/04/28,05:33:33",6,S,25,39,45
DeviceA,"21/04/28,05:41:38",0,NE,7,17,26
DeviceA,"21/04/28,05:48:20",3,W,7,9,28
DeviceA,"21/04/28,05:55:02",2,W,19,19,47
DeviceA,"21/04/28,06:01:45",2,W,5,23,24
DeviceA,"21/04/28,06:08:27",7,W,25,20,25
DeviceA,"21/04/28,06:15:09",6,W,21,14,19
DeviceA,"21/04/28,06:21:51",2,W,11,35,39
DeviceA,"21/04/28,06:28:33",7,SE,6,20,44
DeviceA,"21/04/28,06:48:40",1,E,20,12,23
DeviceA,"21/04/28,06:55:22",7,W,10,11,14
DeviceA,"21/04/28,07:02:04",6,W,7,29,39
DeviceA,"21/04/28,07:08:46",2,W,14,36,36
DeviceA,"21/04/28,07:16:51",3,SW,19,29,47
DeviceA,"21/04/28,07:23:33",7,E,20,42,21
DeviceA,"21/04/28,07:30:15",4,NW,20,26,25
DeviceA,"21/04/28,07:36:57",7,SW,23,25,7
DeviceA,"21/04/28,07:43:40",2,E,25,36,43
DeviceA,"21/04/28,07:50:22",1,W,16,15,7
DeviceA,"21/04/28,07:57:04",4,W,7,15,0
DeviceA,"21/04/28,08:03:46",2,W,12,10,9
DeviceA,"21/04/28,08:10:28",6,SW,24,26,19
DeviceA,"21/04/28,08:17:10",0,W,21,18,15
DeviceA,"21/04/28,08:23:52",2,W,17,8,45
DeviceA,"21/04/28,08:30:34",2,SE,8,26,45
DeviceA,"21/04/28,08:37:17",10,W,18,23,28
DeviceA,"21/04/28,08:43:59",10,W,11,5,0
DeviceA,"21/04/28,08:52:04",0,W,0,8,36
DeviceA,"21/04/28,08:58:46",0,SW,19,15,43
DeviceA,"21/04/28,09:05:28",1,W,22,9,7
DeviceA,"21/04/28,09:12:10",2,W,21,7,47
DeviceA,"21/04/28,09:18:52",1,NW,8,20,47
DeviceA,"21/04/28,09:25:34",0,W,25,32,22
DeviceA,"21/04/28,09:32:17",3,W,9,13,24
DeviceA,"21/04/28,09:38:59",0,NW,21,18,28
DeviceA,"21/04/28,09:45:41",2,E,16,16,25
DeviceA,"21/04/28,09:52:23",0,E,23,12,47
DeviceA,"21/04/28,09:59:05",3,E,14,15,46
DeviceA,"21/04/28,10:05:47",3,SE,7,6,12
DeviceA,"21/04/28,10:12:29",3,NW,21,18,48
DeviceA,"21/04/28,10:19:11",0,NW,11,18,22
DeviceA,"21/04/28,10:27:16",2,E,20,18,18
DeviceA,"21/04/28,10:33:58",2,NE,19,16,46
DeviceA,"21/04/28,10:40:40",1,NE,8,8,22
DeviceA,"21/04/28,10:47:22",6,E,21,28,41
DeviceA,"21/04/28,10:54:04",0,SE,19,14,14
DeviceA,"21/04/28,11:00:47",6,E,26,28,49
DeviceA,"21/04/28,11:07:29",12,SW,25,11,7
DeviceA,"21/04/28,11:14:11",2,NW,0,10,41
DeviceA,"21/04/28,11:20:53",1,S,26,9,44
DeviceA,"21/04/28,11:27:35",1,E,27,33,14
DeviceA,"21/04/28,11:34:17",0,NW,7,30,38
DeviceA,"21/04/28,11:40:59",6,S,14,33,10
DeviceA,"21/04/28,11:47:41",1,W,9,13,13
DeviceA,"21/04/28,11:54:23",1,NW,20,21,8
DeviceA,"21/04/28,12:02:28",0,NW,4,10,12
DeviceA,"21/04/28,12:09:10",4,NE,17,31,13
DeviceA,"21/04/28,12:15:52",3,W,12,6,34
DeviceA,"21/04/28,12:22:33",0,W,3,22,15
DeviceA,"21/04/28,12:29:15",1,SE,4,36,28
DeviceA,"21/04/28,12:35:57",2,W,8,21,23
DeviceA,"21/04/28,12:42:39",0,W,22,7,10
DeviceA,"21/04/28,12:49:21",3,SE,8,38,35
DeviceA,"21/04/28,12:56:03",0,W,10,26,21
DeviceA,"21/04/28,13:02:45",7,NW,25,27,8
DeviceA,"21/04/28,13:09:26",1,E,17,22,6
DeviceA,"21/04/28,13:16:08",0,NW,10,22,26
DeviceA,"21/04/28,13:22:50",3,E,5,19,5
DeviceA,"21/04/28,13:29:32",6,NW,20,19,38
DeviceA,"21/04/28,13:37:36",8,NW,12,17,29
DeviceA,"21/04/28,13:44:18",0,S,26,5,24
DeviceA,"21/04/28,13:51:00",4,SE,9,30,17
DeviceA,"21/04/28,13:57:41",0,W,7,34,36
DeviceA,"21/04/28,14:04:23",3,W,15,0,18
DeviceA,"21/04/28,14:11:05",3,E,19,32,5
DeviceA,"21/04/28,14:17:47",1,W,7,8,16
DeviceA,"21/04/28,14:24:28",8,E,17,20,38
DeviceA,"21/04/28,14:31:10",3,S,4,8,8
DeviceA,"21/04/28,14:37:52",4,W,26,27,32
DeviceA,"21/04/28,14:44:33",3,E,9,0,47
DeviceA,"21/04/28,14:51:15",0,W,29,27,34
DeviceA,"21/04/28,14:57:57",8,SW,19,10,0
DeviceA,"21/04/28,15:04:38",6,W,8,38,39
DeviceA,"21/04/28,15:12:43",0,SE,10,35,47
DeviceA,"21/04/28,15:19:24",2,E,6,10,22
DeviceA,"21/04/28,15:26:06",1,SE,15,0,48
DeviceA,"21/04/28,15:32:48",6,N,19,19,20
DeviceA,"21/04/28,15:46:11",3,W,12,13,41
DeviceA,"21/04/28,15:52:53",3,E,6,27,17
DeviceA,"21/04/28,15:59:34",1,NW,18,15,0
DeviceA,"21/04/28,16:06:16",0,E,18,16,40
DeviceA,"21/04/28,16:12:58",9,W,6,5,17
DeviceA,"21/04/28,16:19:39",3,NW,11,20,29
DeviceA,"21/04/28,16:33:02",1,S,21,39,28
DeviceA,"21/04/28,16:39:44",0,W,7,15,24
DeviceA,"21/04/28,16:47:48",2,W,21,12,20
DeviceA,"21/04/28,16:54:30",0,SW,18,14,42
DeviceA,"21/04/28,17:01:12",3,W,22,20,40
DeviceA,"21/04/28,17:41:21",0,SE,14,16,9
DeviceA,"21/04/28,17:54:44",9,W,12,10,23
DeviceA,"21/04/29,05:34:17",4,NW,0,18,48
DeviceA,"21/04/29,05:41:00",2,NE,22,40,38
DeviceA,"21/04/29,05:47:42",1,NW,12,16,41
DeviceA,"21/04/29,06:01:06",2,W,6,3,20
DeviceA,"21/04/29,06:07:48",2,E,25,36,29
DeviceA,"21/04/29,06:15:53",3,W,25,22,46
DeviceA,"21/04/29,06:22:35",2,SE,17,22,25
DeviceA,"21/04/29,06:29:17",2,W,16,26,44
DeviceA,"21/04/29,06:35:59",4,SW,7,17,36
DeviceA,"21/04/29,06:42:41",2,E,17,31,17
DeviceA,"21/04/29,06:49:23",2,NW,8,4,42
DeviceA,"21/04/29,06:56:05",0,N,10,5,9
DeviceA,"21/04/29,07:02:47",3,W,14,27,0
DeviceA,"21/04/29,07:09:29",0,SW,4,7,34
DeviceA,"21/04/29,07:16:11",1,W,12,0,15
DeviceA,"21/04/29,07:22:54",4,NW,5,20,21
DeviceA,"21/04/29,07:29:36",1,SE,19,23,23
DeviceA,"21/04/29,07:36:18",2,W,20,21,5
DeviceA,"21/04/29,07:43:00",2,S,17,23,21
DeviceA,"21/04/29,07:51:05",0,NW,12,34,31
DeviceA,"21/04/29,07:57:47",1,W,17,31,12
DeviceA,"21/04/29,08:04:29",2,W,8,13,7
DeviceA,"21/04/29,08:11:11",0,E,25,8,33
DeviceA,"21/04/29,08:17:53",0,W,23,18,49
DeviceA,"21/04/29,08:24:35",2,S,20,14,44
DeviceA,"21/04/29,08:31:17",2,SW,16,16,12
DeviceA,"21/04/29,08:38:00",6,SW,20,28,18
DeviceA,"21/04/29,08:44:42",7,W,21,18,40
DeviceA,"21/04/29,08:51:24",0,W,23,4,13
DeviceA,"21/04/29,08:58:06",4,W,11,0,0
DeviceA,"21/04/29,09:04:48",6,W,12,6,39
DeviceA,"21/04/29,09:11:30",2,E,6,34,28
DeviceA,"21/04/29,09:18:12",0,SW,23,16,17
DeviceA,"21/04/29,09:26:17",1,W,13,13,41
DeviceA,"21/04/29,09:32:59",0,W,19,18,19
DeviceA,"21/04/29,09:39:41",4,SE,11,19,22
DeviceA,"21/04/29,09:46:23",1,SW,12,12,42
DeviceA,"21/04/29,09:53:05",8,W,10,18,5
DeviceA,"21/04/29,09:59:47",2,SW,6,32,30
DeviceA,"21/04/29,10:06:29",1,NW,5,28,27
DeviceA,"21/04/29,10:13:11",3,W,24,26,18
DeviceA,"21/04/29,10:19:53",1,E,22,12,31
DeviceA,"21/04/29,10:26:35",8,NE,8,25,32
DeviceA,"21/04/29,10:33:18",3,SW,0,7,8
DeviceA,"21/04/29,10:40:00",2,S,15,25,6
DeviceA,"21/04/29,10:46:42",2,SE,10,34,12
DeviceA,"21/04/29,10:53:24",2,SW,8,13,7
DeviceA,"21/04/29,11:01:28",4,W,3,29,0
DeviceA,"21/04/29,11:08:10",1,W,25,35,21
DeviceA,"21/04/29,11:14:52",3,E,20,35,23
DeviceA,"21/04/29,11:21:34",0,E,24,8,25
DeviceA,"21/04/29,11:28:16",2,NW,17,12,13
DeviceA,"21/04/29,11:34:58",0,W,0,21,18
DeviceA,"21/04/29,11:41:40",1,SW,19,21,37
DeviceA,"21/04/29,11:48:22",0,NW,24,14,9
DeviceA,"21/04/29,11:55:04",1,W,16,31,30
DeviceA,"21/04/29,12:01:46",4,W,26,34,15
DeviceA,"21/04/29,12:08:27",1,SW,16,12,31
DeviceA,"21/04/29,12:15:09",2,E,25,25,40
DeviceA,"21/04/29,12:21:51",1,SE,23,28,34
DeviceA,"21/04/29,12:28:33",21,SW,20,22,16
DeviceA,"21/04/29,12:36:37",4,N,21,38,31
DeviceA,"21/04/29,12:43:19",2,SW,16,15,33
DeviceA,"21/04/29,12:50:01",4,W,12,23,22
DeviceA,"21/04/29,12:56:43",1,W,15,17,33
DeviceA,"21/04/29,13:03:24",4,SW,19,36,38
DeviceA,"21/04/29,13:10:06",2,E,16,17,22
DeviceA,"21/04/29,13:16:48",1,W,5,30,48
DeviceA,"21/04/29,13:30:11",14,W,17,27,44
DeviceA,"21/04/29,13:43:35",9,W,20,6,46
DeviceA,"21/04/29,13:50:16",8,E,12,26,45
DeviceA,"21/04/29,13:56:58",2,W,11,11,12
DeviceA,"21/04/29,14:03:40",1,W,14,15,25
DeviceA,"21/04/29,14:18:25",3,SE,29,0,38
DeviceA,"21/04/29,14:25:07",4,NW,24,7,22
DeviceA,"21/04/29,14:31:49",1,W,3,6,37
DeviceA,"21/04/29,14:38:30",0,W,14,32,43
DeviceA,"21/04/29,14:45:12",1,W,26,11,18
DeviceA,"21/04/29,14:51:53",2,E,24,38,22
DeviceA,"21/04/29,14:58:35",3,W,23,18,5
DeviceA,"21/04/29,15:05:16",10,W,17,14,35
DeviceA,"21/04/29,15:11:58",8,NW,20,37,43
DeviceA,"21/04/29,15:18:39",4,NW,15,5,16
DeviceA,"21/04/29,15:25:21",2,NW,18,12,14
DeviceA,"21/04/29,15:32:02",4,W,22,31,24
DeviceA,"21/04/29,15:38:44",2,W,12,35,30
DeviceA,"21/04/29,15:46:48",2,W,10,13,19
DeviceA,"21/04/29,15:53:29",1,NW,24,8,5
DeviceA,"21/04/29,16:00:11",7,W,19,8,10
DeviceA,"21/04/29,16:06:52",0,W,24,33,0
DeviceA,"21/04/29,16:13:34",1,S,15,24,49
DeviceA,"21/04/29,16:20:15",1,E,5,22,0
DeviceA,"21/04/29,16:26:57",2,E,18,38,19
DeviceA,"21/04/29,16:33:38",2,S,11,32,29
DeviceA,"21/04/29,16:40:20",7,E,24,31,24
DeviceA,"21/04/29,16:47:01",2,NW,20,26,48
DeviceA,"21/04/29,16:53:43",1,NW,23,25,0
DeviceA,"21/04/29,17:00:24",1,W,7,20,7
DeviceA,"21/04/29,17:07:06",3,W,18,30,45
DeviceA,"21/04/29,17:13:47",0,SW,19,0,20
DeviceA,"21/04/29,17:21:51",3,SE,7,30,19
DeviceA,"21/04/29,17:28:33",1,W,27,7,44
DeviceA,"21/04/29,17:35:14",2,SW,27,29,42
DeviceA,"21/04/29,17:41:56",0,NW,10,5,14
DeviceA,"21/04/29,17:48:37",14,SE,26,26,47
DeviceA,"21/04/29,17:55:19",2,W,21,36,15
DeviceA,"21/04/29,18:02:00",1,NW,21,16,21
DeviceA,"21/04/29,18:08:42",0,SW,28,12,8
DeviceA,"21/04/29,18:15:23",2,W,10,4,32
DeviceA,"21/04/29,18:22:05",4,SW,9,19,32
DeviceA,"21/04/29,18:28:46",8,E,4,40,4
DeviceA,"21/04/29,18:35:27",7,W,5,9,29
DeviceA,"21/04/29,18:42:09",1,W,17,16,10
DeviceA,"21/04/29,18:48:50",9,W,26,33,10
DeviceA,"21/04/29,18:56:54",1,SE,0,36,34
DeviceA,"21/04/29,19:03:36",1,W,22,16,12
DeviceA,"21/04/29,19:10:17",2,SW,26,4,49
DeviceA,"21/04/29,19:16:58",0,E,19,33,13
DeviceA,"21/04/29,19:23:40",1,S,26,5,15
DeviceA,"21/04/29,19:30:21",10,NW,22,17,29
DeviceA,"21/04/29,19:37:02",1,E,18,38,16
DeviceA,"21/04/29,19:43:44",4,NW,26,33,26
DeviceA,"21/04/29,19:50:25",2,W,27,21,44
DeviceA,"21/04/29,19:57:06",13,NW,20,12,13
DeviceA,"21/04/29,20:03:48",1,NW,18,33,25
DeviceA,"21/04/29,20:10:29",2,NE,9,24,12
DeviceA,"21/04/29,20:17:10",2,W,16,19,0
DeviceA,"21/04/29,20:23:52",1,NW,7,38,33
DeviceA,"21/04/29,20:31:56",12,SW,14,9,28
DeviceA,"21/04/29,20:38:37",1,E,16,22,38
DeviceA,"21/04/29,20:45:18",13,E,13,24,14
DeviceA,"21/04/29,20:51:59",6,SE,10,14,0
DeviceA,"21/04/29,20:58:41",6,W,20,38,33
DeviceA,"21/04/29,21:05:22",2,S,12,7,45
DeviceA,"21/04/29,21:12:03",3,NW,17,29,38
DeviceA,"21/04/29,21:18:45",14,E,24,17,26
DeviceA,"21/04/29,21:25:26",2,SW,20,20,24
DeviceA,"21/04/29,21:32:07",0,W,8,25,5
DeviceA,"21/04/29,21:38:48",1,W,5,37,44
DeviceA,"21/04/29,21:45:30",3,W,20,25,45
DeviceA,"21/04/29,21:52:11",20,NW,15,8,24
DeviceA,"21/04/29,21:58:52",10,E,10,29,33
DeviceA,"21/04/29,22:06:56",1,W,4,39,21
DeviceA,"21/04/29,22:13:37",10,S,14,37,11
DeviceA,"21/04/29,22:20:19",1,W,18,17,46
DeviceA,"21/04/29,22:27:00",2,W,6,33,29
DeviceA,"21/04/29,22:33:41",2,SW,7,28,9
DeviceA,"21/04/29,22:40:22",3,W,22,9,14
DeviceA,"21/04/29,22:47:04",0,NW,15,7,13
DeviceA,"21/04/29,22:53:45",7,W,15,23,14
DeviceA,"21/04/29,23:00:26",4,S,7,22,19
DeviceA,"21/04/29,23:07:08",2,W,22,18,48
DeviceA,"21/04/29,23:13:49",0,NE,2,7,47
DeviceA,"21/04/29,23:20:30",1,E,22,23,16
DeviceA,"21/04/29,23:27:11",1,NW,20,35,43
DeviceA,"21/04/29,23:33:53",2,NW,4,23,41
DeviceA,"21/04/29,23:41:56",0,W,18,37,40
DeviceA,"21/04/29,23:48:38",3,SE,15,27,29
DeviceA,"21/04/29,23:55:19",0,S,7,17,11
DeviceA,"21/04/30,00:02:00",4,W,25,18,7
DeviceA,"21/04/30,00:08:41",0,NW,0,24,33
DeviceA,"21/04/30,00:55:30",1,NW,13,14,41
DeviceA,"21/04/30,01:02:11",3,SW,25,30,32
DeviceA,"21/04/30,01:08:52",1,NW,15,18,11
DeviceA,"21/04/30,01:50:23",0,E,27,20,45
DeviceA,"21/04/30,04:27:07",7,E,28,32,45
DeviceA,"21/04/30,04:40:30",3,SE,22,13,40
DeviceA,"21/04/30,04:47:12",4,S,6,11,42
DeviceA,"21/04/30,04:53:54",3,W,9,24,41
DeviceA,"21/04/30,05:00:36",1,E,20,41,39
DeviceA,"21/04/30,05:07:18",3,S,14,17,33
DeviceA,"21/04/30,05:13:59",6,SW,6,21,43
DeviceA,"21/04/30,05:20:41",0,W,18,14,0
DeviceA,"21/04/30,05:27:23",4,W,0,10,6
DeviceA,"21/04/30,05:34:05",3,W,2,35,23
DeviceA,"21/04/30,05:40:47",3,E,9,13,47
DeviceA,"21/04/30,05:47:28",0,E,7,9,23
DeviceA,"21/04/30,06:02:15",1,SE,14,34,11
DeviceA,"21/04/30,06:08:57",3,W,0,32,36
DeviceA,"21/04/30,06:15:39",4,W,5,21,25
DeviceA,"21/04/30,06:22:20",0,NW,16,8,46
DeviceA,"21/04/30,06:29:02",10,W,10,6,13
DeviceA,"21/04/30,06:35:44",2,NE,9,18,37
DeviceA,"21/04/30,06:42:26",6,SW,23,40,23
DeviceA,"21/04/30,06:49:08",1,W,16,21,45
DeviceA,"21/04/30,06:55:50",1,SW,9,28,43
DeviceA,"21/04/30,07:02:32",1,W,19,32,10
DeviceA,"21/04/30,07:09:14",0,NW,23,36,36
DeviceA,"21/04/30,07:15:56",9,W,25,8,30
DeviceA,"21/04/30,07:22:38",2,NW,4,39,8
DeviceA,"21/04/30,07:29:20",3,SE,22,17,15
DeviceA,"21/04/30,07:37:24",1,SW,19,16,14
DeviceA,"21/04/30,07:44:06",3,SE,25,20,39
DeviceA,"21/04/30,07:50:48",1,S,23,16,23
DeviceA,"21/04/30,07:57:30",0,W,22,16,30
DeviceA,"21/04/30,08:04:12",2,NW,7,8,16
DeviceA,"21/04/30,08:10:54",1,NW,20,7,23
DeviceA,"21/04/30,08:17:36",1,W,15,28,31
DeviceA,"21/04/30,08:24:18",1,W,24,18,22
DeviceA,"21/04/30,08:31:00",0,W,21,25,46
DeviceA,"21/04/30,08:37:42",1,NW,21,28,15
DeviceA,"21/04/30,08:44:24",0,SW,12,25,37
DeviceA,"21/04/30,08:51:06",7,W,14,21,22
DeviceA,"21/04/30,08:57:48",1,W,11,22,22
DeviceA,"21/04/30,09:04:30",0,SE,26,7,0
DeviceA,"21/04/30,09:12:35",2,E,17,28,33
DeviceA,"21/04/30,09:19:17",1,W,0,34,30
DeviceA,"21/04/30,09:25:59",0,W,17,36,24
DeviceA,"21/04/30,09:32:41",4,W,23,21,18
DeviceA,"21/04/30,09:39:23",1,SE,18,29,25
DeviceA,"21/04/30,09:46:05",6,W,24,13,45
DeviceA,"21/04/30,09:52:46",1,W,19,8,28
DeviceA,"21/04/30,09:59:28",0,E,18,8,32
DeviceA,"21/04/30,10:06:10",1,W,18,38,21
DeviceA,"21/04/30,10:12:52",0,W,0,13,18
DeviceA,"21/04/30,10:19:34",3,W,21,19,48
DeviceA,"21/04/30,10:26:16",0,N,19,9,26
DeviceA,"21/04/30,10:32:58",3,NW,20,38,13
DeviceA,"21/04/30,10:39:41",0,W,26,35,44
DeviceA,"21/04/30,10:47:45",1,W,0,28,30
DeviceA,"21/04/30,10:54:27",1,W,8,12,47
DeviceA,"21/04/30,11:01:09",4,W,12,7,20
DeviceA,"21/04/30,11:07:51",1,W,18,23,10
DeviceA,"21/04/30,11:14:33",4,N,19,6,43
DeviceA,"21/04/30,11:21:15",8,SE,22,18,20
DeviceA,"21/04/30,11:27:57",9,NW,12,30,26
DeviceA,"21/04/30,11:34:39",16,W,16,14,18
DeviceA,"21/04/30,11:41:21",1,W,27,11,43
DeviceA,"21/04/30,11:48:03",7,S,18,10,9
DeviceA,"21/04/30,11:54:45",1,S,20,8,20
DeviceA,"21/04/30,12:01:27",3,SE,3,13,18
DeviceA,"21/04/30,12:08:09",15,S,22,22,23
DeviceA,"21/04/30,12:14:51",1,W,9,33,29
DeviceA,"21/04/30,12:22:55",7,S,19,34,21
DeviceA,"21/04/30,12:29:37",0,SW,11,18,24
DeviceA,"21/04/30,12:36:19",7,W,24,29,22
DeviceA,"21/04/30,12:43:01",3,E,19,32,18
DeviceA,"21/04/30,12:49:42",2,E,24,34,39
DeviceA,"21/04/30,12:56:24",6,W,26,33,25
DeviceA,"21/04/30,13:03:06",0,W,6,13,39
DeviceA,"21/04/30,13:09:48",2,W,19,33,0
DeviceA,"21/04/30,13:16:29",12,W,18,17,37
DeviceA,"21/04/30,13:23:11",1,W,2,0,48
DeviceA,"21/04/30,13:29:53",2,NW,7,20,34
DeviceA,"21/04/30,13:36:34",6,E,6,29,27
DeviceA,"21/04/30,13:43:16",0,E,20,18,8
DeviceA,"21/04/30,13:49:58",1,W,8,37,22
DeviceA,"21/04/30,13:58:02",3,NW,21,20,31
DeviceA,"21/04/30,14:04:44",3,SW,21,9,29
DeviceA,"21/04/30,14:24:48",3,W,10,28,47
DeviceA,"21/04/30,14:31:30",2,W,22,33,43
DeviceA,"21/04/30,14:38:11",3,W,6,6,27
DeviceA,"21/04/30,14:44:53",8,SW,25,31,18
DeviceA,"21/04/30,14:51:34",0,S,23,28,48
DeviceA,"21/04/30,14:58:16",1,W,23,17,36
DeviceA,"21/04/30,15:04:58",1,W,23,16,31
DeviceA,"21/04/30,15:11:39",2,E,27,32,29
DeviceA,"21/04/30,15:18:21",4,W,22,28,35
DeviceA,"21/04/30,15:25:02",9,NW,21,33,40
DeviceA,"21/04/30,15:33:06",6,W,21,14,8
DeviceA,"21/04/30,15:39:48",3,S,14,36,3
DeviceA,"21/04/30,15:46:29",7,N,17,35,30
DeviceA,"21/04/30,15:53:11",6,E,8,8,22
DeviceA,"21/04/30,15:59:52",1,W,17,13,32
DeviceA,"21/04/30,16:06:34",4,NW,13,6,28
DeviceA,"21/04/30,16:13:15",1,W,6,36,21
DeviceA,"21/04/30,16:19:57",3,NW,8,26,20
DeviceA,"21/04/30,16:26:38",0,E,6,6,7
DeviceA,"21/04/30,16:33:20",1,W,30,7,27
DeviceA,"21/04/30,16:40:01",2,W,19,7,44
DeviceA,"21/04/30,16:46:43",0,N,15,19,35
DeviceA,"21/04/30,16:53:24",0,NW,16,9,10
DeviceA,"21/04/30,17:08:10",4,W,22,8,44
DeviceA,"21/04/30,17:14:51",0,NW,26,20,0
DeviceA,"21/04/30,17:21:33",3,W,4,30,49
DeviceA,"21/04/30,17:28:14",1,S,24,29,36
DeviceA,"21/04/30,17:34:56",6,S,18,34,15
DeviceA,"21/04/30,17:41:37",2,W,11,38,41
DeviceA,"21/04/30,17:48:19",10,NW,11,9,44
DeviceA,"21/04/30,17:55:00",3,W,21,20,21
DeviceA,"21/04/30,18:01:42",7,NE,9,0,13
DeviceA,"21/04/30,18:08:23",1,NW,18,19,31
DeviceA,"21/04/30,18:15:05",7,W,20,25,47
DeviceA,"21/04/30,18:21:46",9,SE,13,3,43
DeviceA,"21/04/30,18:28:27",1,W,31,27,10
DeviceA,"21/04/30,18:35:09",1,NW,0,9,11
DeviceA,"21/04/30,18:43:13",12,W,21,35,20
DeviceA,"21/04/30,18:49:54",2,SW,23,18,20
DeviceA,"21/04/30,18:56:36",0,W,11,11,17
DeviceA,"21/04/30,19:03:17",7,SE,17,10,30
DeviceA,"21/04/30,19:09:59",2,E,14,13,42
DeviceA,"21/04/30,19:16:40",13,SE,22,12,42
DeviceA,"21/04/30,19:23:21",1,SW,23,33,21
DeviceA,"21/04/30,19:30:03",2,W,15,33,17
DeviceA,"21/04/30,19:36:44",4,W,2,17,37
DeviceA,"21/04/30,19:43:26",6,E,23,7,16
DeviceA,"21/04/30,19:50:07",0,NW,9,36,18
DeviceA,"21/04/30,19:56:49",0,W,12,7,17
DeviceA,"21/04/30,20:03:30",4,NE,4,21,0
DeviceA,"21/04/30,20:10:11",0,W,10,40,17
DeviceA,"21/04/30,20:18:15",3,W,8,10,8
DeviceA,"21/04/30,20:24:57",2,SW,19,38,25
DeviceA,"21/04/30,20:31:38",1,NW,24,34,44
DeviceA,"21/04/30,20:38:20",3,SW,26,24,45
DeviceA,"21/04/30,20:51:43",3,NW,14,35,24
DeviceA,"21/04/30,20:59:00",0,NW,9,10,0
DeviceA,"21/04/30,21:05:41",1,W,8,40,25
DeviceA,"21/04/30,21:12:22",2,W,3,21,44
DeviceA,"21/04/30,21:19:04",2,NE,17,32,23
DeviceA,"21/04/30,21:25:45",6,W,17,20,19
